81	37	29	11	23	30
83	56	58	55	53	36
83	26	61	25	16	61
4					
12	75	7	52	27	30
22	43	23	48	53	20
31	25	12	69	32	48
36	61	6	79	20	8
55	37	16	80	51	5
60	46	57	25	54	36
67	37	10	37	23	69
68	6	21	22	7	70
78	26	58	11	47	56
79	21	19	43	57	49
5					
5	76	30	80	19	8
16	42	50	74	47	66
38	70	30	24	5	35
42	45	67	45	3	53
45	51	14	68	55	66
62	16	16	12	13	20
68	27	29	26	6	33
69	32	64	4	51	3
85	17	47	11	55	37
89	7	48	5	2	34

5	5	10	5		
	219	330	231	303	313
1					
10	16	20	49	83	12
11	12	8	39	87	39
22	25	26	36	34	20
26	43	35	20	65	17
31	20	43	29	66	18
55	31	23	21	81	60
61	39	58	42	18	27
77	46	50	10	64	62
80	33	69	33	79	22
91	41	80	23	44	76
2					
2	26	4	52	72	4
11	52	4	24	62	3
14	35	23	36	57	45
40	29	61	43	34	25
44	38	23	8	8	74
58	14	36	7	11	72
72	1	52	10	70	32
75	22	47	54	25	32
79	28	60	13	9	53
89	9	63	54	16	72
3					
3	52	7	53	11	13
15	41	49	7	29	58
33	46	29	49	87	47
38	42	27	2	70	29
46	50	14	54	37	65
64	51	36	18	48	27
78	25	72	13	55	68
92	32	71	45	76	79
92	38	82	21	66	62
92	2	84	48	24	66
4					
16	8	9	32	29	1
18	28	9	55	68	23
42	41	32	34	47	60
44	10	24	43	46	21
68	29	56	12	37	68
68	11	65	35	5	62
69	4	20	2	70	61
73	48	59	42	50	57
81	13	53	13	37	72
92	20	84	9	20	53
5					
4	52	5	47	47	4
19	23	50	58	70	52
22	47	39	26	82	10
34	22	54	5	68	22
61	33	55	6	54	24
77	13	83	8	12	60
78	51	60	39	54	18
88	21	71	43	24	64
93	41	85	20	53	77
97	5	83	18	1	75

6	5	10	5		
	237	300	279	236	251
1					
4	20	74	33	7	48
13	17	67	64	15	69
22	5	50	61	16	68
26	20	72	59	12	32
53	51	3	12	15	57
82	24	6	35	45	19
83	48	50	60	9	25
91	45	31	55	52	64
93	25	17	45	29	15
100	59	2	46	53	56
2					
29	4	9	65	17	26
48	22	47	37	17	21
52	40	53	3	54	41
62	44	17	42	3	72
74	47	45	54	53	5
74	37	38	5	32	12
78	57	31	26	23	27
79	40	7	69	54	40
93	44	18	18	52	31
94	58	5	17	55	23
3					
1	12	53	36	24	74
3	2	67	67	1	48
13	12	42	50	11	33
18	13	64	33	9	65
38	19	24	63	27	39
47	30	10	30	4	50
50	22	60	33	38	43
62	5	29	19	17	26
76	17	18	4	11	24
80	40	25	8	44	16
4					
22	10	35	6	8	60
39	28	52	65	31	8
42	18	45	34	31	74
42	43	14	22	43	4
54	29	31	46	9	72
58	25	72	27	52	59
77	44	20	29	28	33
79	51	1	15	32	23
85	24	53	13	39	39
99	45	5	4	45	16
5					
27	26	74	42	29	67
27	13	59	4	4	73
33	22	39	62	13	50
34	31	43	31	16	20
41	25	8	9	16	25
43	19	61	18	34	14
60	49	56	22	13	26
78	41	18	36	53	59
86	53	53	69	15	21
90	44	6	51	46	1

7	5	10	5		
	220	211	231	169	224
1					
3	16	55	35	26	1
10	63	40	43	10	9
12	13	64	41	2	3
22	48	58	25	2	22
37	56	45	60	13	22
50	49	25	14	30	24
54	39	41	6	28	56
59	52	10	23	5	34
59	42	48	38	2	44
78	13	32	19	35	26
2					
19	46	35	55	37	23
44	54	17	50	24	11
44	32	36	25	11	27
50	59	18	53	7	20
51	4	5	17	6	40
70	55	38	70	23	53
74	31	33	7	35	28
86	42	2	17	48	57
94	39	64	32	55	63
95	1	28	20	6	39
3					
24	59	35	53	25	9
27	47	34	71	9	7
35	30	66	49	35	16
39	30	45	63	22	11
51	48	38	16	8	8
66	7	6	61	39	29
72	11	37	7	26	57
83	14	10	18	9	55
96	3	31	14	33	66
96	7	21	48	32	56
4					
6	24	61	67	5	5
11	14	36	72	13	5
17	8	27	14	3	15
23	3	21	69	21	33
51	38	47	24	29	29
73	2	64	45	35	47
91	42	47	5	52	57
96	18	45	35	18	67
98	46	52	52	42	63
100	54	35	3	25	68
5					
6	8	53	72	46	4
15	57	63	63	39	5
37	19	11	62	28	49
52	6	39	66	2	29
52	37	26	32	53	28
57	49	30	58	14	66
61	3	56	20	34	58
76	40	26	21	39	54
98	19	16	21	57	60
100	1	17	3	48	68

8	5	10	5		
	200	198	243	295	234
1					
1	1	58	4	66	80
5	14	50	11	27	40
10	7	52	33	9	30
35	20	6	15	24	31
35	12	4	43	26	45
63	38	48	7	59	71
72	47	37	74	62	78
81	57	33	26	66	76
96	54	23	65	5	70
97	59	54	35	15	68
2					
6	6	22	47	45	3
7	3	58	57	4	58
8	9	9	41	64	28
10	18	50	61	46	60
14	21	32	18	2	70
61	15	10	68	57	23
82	58	19	39	22	63
89	63	46	70	46	45
90	38	4	30	64	44
91	61	58	69	29	20
3					
7	5	11	22	64	16
24	24	51	50	20	67
29	26	32	12	11	13
33	15	54	28	71	23
55	37	54	17	34	46
64	39	59	62	15	38
64	45	4	2	9	77
64	40	39	31	55	39
80	51	42	51	33	47
83	40	47	74	46	58
4					
5	3	44	58	65	63
17	35	38	62	35	76
36	30	42	33	21	67
39	47	10	42	69	57
40	36	45	65	41	64
50	42	38	18	59	39
52	41	58	15	36	15
65	53	26	77	17	37
76	58	63	37	61	8
99	63	38	70	23	29
5					
2	2	12	56	36	51
7	12	45	72	23	4
33	25	31	46	12	12
39	27	41	4	53	23
42	23	55	67	67	75
46	33	37	60	21	49
55	25	44	19	4	24
56	42	37	48	42	38
66	27	50	1	38	58
71	27	46	73	29	64

9	5	10	5		
	172	190	150	338	368
1					
18	4	1	47	82	63
30	45	32	44	49	46
34	7	37	29	58	81
39	36	19	37	48	61
53	29	10	29	13	23
65	31	41	39	53	30
66	15	33	2	34	45
81	35	49	43	23	16
85	27	54	34	33	17
99	24	29	14	5	7
2					
15	8	1	30	79	82
33	32	15	26	44	77
38	21	40	28	69	71
43	48	18	34	70	46
52	30	14	37	40	59
57	9	28	7	54	42
57	4	23	9	44	42
68	8	45	11	41	42
83	28	34	39	9	20
95	40	33	7	9	7
3					
8	38	16	35	76	86
25	11	25	4	62	70
26	15	36	20	69	52
27	14	44	23	59	64
41	4	20	37	53	82
50	13	18	31	58	38
66	40	19	19	41	20
74	7	35	20	12	33
80	42	57	36	30	17
81	6	24	16	43	6
4					
15	21	16	28	82	84
18	42	11	21	63	43
34	31	1	45	80	80
49	3	36	31	66	49
64	37	8	9	50	54
66	26	36	15	37	35
71	13	35	42	38	45
77	7	37	33	14	16
80	40	42	13	4	53
93	35	33	2	16	6
5					
5	23	7	47	84	84
20	7	5	40	76	54
27	4	2	44	58	60
34	40	10	46	55	79
46	7	27	18	56	34
77	46	50	2	68	21
84	23	8	18	34	19
93	5	49	20	3	4
96	3	19	3	9	11
98	2	54	30	3	15

10	5	10	5		
	202	266	274	276	233
1					
4	8	34	25	64	29
17	8	48	63	58	49
24	6	67	18	33	8
26	4	33	8	44	2
43	47	36	14	51	58
56	4	32	24	22	18
65	4	21	55	27	29
66	25	35	46	36	13
70	29	15	33	11	46
98	24	28	42	1	58
2					
10	13	45	33	54	43
10	21	45	60	37	10
35	36	34	4	55	31
43	29	30	3	10	54
44	47	14	58	32	23
50	11	15	18	21	13
73	46	32	15	9	26
80	31	45	33	6	52
80	45	53	63	9	56
84	8	3	30	12	33
3					
2	5	65	7	61	56
6	35	32	15	57	29
7	8	57	39	60	6
10	9	53	55	45	49
35	7	43	33	30	58
43	8	59	9	31	32
50	33	25	35	17	28
50	24	54	28	25	11
57	2	25	47	19	46
71	33	43	55	26	37
4					
16	5	56	51	42	22
21	32	42	15	50	48
37	10	36	39	38	2
55	10	18	11	23	57
56	36	38	1	18	48
68	33	18	18	10	15
82	38	38	19	12	40
86	43	14	58	16	40
90	46	40	20	22	5
91	40	3	60	7	60
5					
1	3	59	10	62	50
3	2	67	3	64	51
7	33	63	57	43	33
11	3	53	60	54	40
14	27	51	21	42	37
31	44	35	53	28	6
41	23	45	36	38	52
62	28	11	24	27	52
66	35	32	33	22	37
71	7	8	46	7	44

11	5	10	5		
	316	173	257	282	215
1					
17	56	31	20	59	43
19	2	41	18	49	16
39	88	28	28	65	34
41	60	13	25	44	13
66	52	9	28	51	24
72	18	17	38	58	7
83	18	25	58	54	55
86	27	32	49	53	36
90	20	19	47	34	42
99	81	33	62	68	51
2					
14	40	32	21	46	27
16	34	21	2	2	29
27	25	42	9	56	20
31	63	41	33	17	20
32	7	25	37	29	25
36	30	47	37	6	41
65	10	6	57	49	35
70	24	19	38	36	14
71	34	3	39	19	49
100	74	3	64	51	52
3					
15	25	42	13	21	34
16	90	45	35	8	18
18	25	42	19	9	32
30	40	19	19	21	1
31	75	22	22	53	5
59	30	40	40	48	33
79	66	25	33	61	40
81	15	30	36	24	33
89	43	3	55	53	40
92	22	28	59	55	44
4					
3	47	30	9	28	14
9	19	49	14	8	10
40	33	45	18	16	21
45	32	7	33	27	36
54	55	47	32	50	32
65	54	24	24	20	50
69	84	40	44	29	18
86	74	42	63	22	41
95	24	3	62	37	33
96	67	16	41	14	40
5					
1	33	47	1	8	4
4	51	9	4	2	35
24	57	25	16	41	23
35	67	33	34	13	10
36	63	9	37	42	24
46	67	30	36	52	20
67	86	6	50	32	26
80	69	28	47	22	37
82	10	11	63	51	24
94	48	12	63	9	28

12	5	10	5		
	158	305	179	257	257
1					
2	35	30	32	79	56
8	35	14	43	58	30
17	20	29	5	40	63
22	23	29	8	80	63
48	43	5	45	31	50
65	28	55	22	7	16
74	21	2	4	16	56
80	14	12	7	39	16
87	18	35	12	6	49
92	17	39	27	19	29
2					
31	8	26	29	63	44
37	27	11	43	71	41
45	18	51	53	21	38
49	25	39	35	48	23
49	14	34	49	26	12
74	30	37	16	42	67
81	32	57	33	3	1
85	10	69	9	8	56
89	17	28	54	51	24
92	10	40	34	52	7
3					
24	20	13	39	47	51
32	42	62	29	72	2
44	5	67	38	33	65
47	42	19	30	29	8
52	19	6	54	17	67
57	4	38	58	20	52
81	22	48	4	42	18
86	17	53	7	18	5
91	5	70	2	50	31
95	2	54	13	13	27
4					
10	45	6	44	84	45
22	18	10	45	31	17
24	6	1	30	67	14
29	37	13	40	51	38
32	33	8	48	61	37
40	34	36	30	47	63
42	14	23	12	59	4
76	32	33	8	27	15
77	29	64	35	54	17
79	28	63	56	34	43
5					
3	44	6	20	69	68
13	42	1	8	50	19
31	26	38	21	44	5
32	18	8	21	38	33
41	1	5	50	54	26
47	11	19	14	53	59
54	1	58	32	24	3
58	18	40	34	9	41
98	3	69	48	37	20
98	38	67	32	28	33

13	5	10	5		
	240	293	262	230	252
1					
2	70	7	29	52	19
24	13	5	13	40	7
49	18	32	17	1	54
55	42	16	37	46	16
63	43	15	45	10	43
64	54	42	34	59	9
76	69	57	29	44	17
78	9	32	3	3	39
92	26	37	53	2	32
98	31	58	54	10	52
2					
12	38	22	61	48	16
15	72	3	42	33	2
23	21	33	42	68	54
31	30	42	2	41	12
46	54	30	62	3	39
53	65	46	10	6	37
80	15	44	47	17	38
95	63	60	4	32	64
97	5	45	8	44	62
99	18	70	61	16	62
3					
5	46	12	7	5	37
31	39	2	63	40	57
46	57	14	24	55	52
58	62	49	56	30	20
63	50	42	60	14	33
70	32	29	31	24	22
83	34	52	19	39	39
87	58	65	24	26	58
93	4	60	16	11	15
99	11	57	55	2	64
4					
15	45	12	22	24	10
24	26	24	32	16	28
28	31	52	46	69	28
32	46	18	7	3	27
49	30	15	36	48	5
56	44	62	51	7	42
68	36	35	43	43	53
82	29	7	11	63	40
87	51	23	55	20	36
97	23	54	27	35	59
5					
3	66	22	33	60	3
8	29	20	66	22	13
12	32	15	32	3	9
50	50	6	46	45	32
62	11	27	57	73	45
64	72	2	1	26	49
65	48	48	13	55	44
80	17	32	42	20	50
87	7	49	40	64	54
87	9	65	2	21	21

14	5	10	5		
	215	216	144	237	233
1					
12	54	12	1	4	14
16	62	4	7	65	20
35	15	21	28	57	17
45	49	12	11	43	15
62	37	43	11	31	40
72	36	11	19	53	34
77	27	15	25	1	41
91	7	52	43	14	40
93	3	49	32	18	56
98	1	47	40	3	54
2					
5	65	6	2	1	5
11	23	8	1	53	13
25	67	33	7	5	16
32	44	41	38	9	28
39	37	31	19	4	15
47	37	12	4	9	20
50	49	31	5	52	34
89	11	42	45	3	23
89	49	55	36	2	54
100	16	56	42	18	58
3					
2	64	42	2	64	4
23	40	43	5	51	24
36	24	7	20	24	42
42	25	28	17	34	32
46	53	23	29	29	21
62	16	51	13	6	25
78	9	49	9	4	19
79	22	47	43	38	24
80	22	19	34	45	36
89	41	55	36	23	52
4					
19	30	25	22	26	6
34	62	14	23	2	18
48	50	37	20	13	48
52	46	45	13	6	29
61	29	28	43	24	28
63	51	24	30	55	41
76	50	39	12	39	16
76	1	27	22	4	48
90	13	46	43	18	46
97	15	50	33	36	54
5					
1	58	5	1	32	2
14	59	7	5	11	4
32	51	7	8	16	22
36	18	34	6	21	22
54	26	41	20	16	37
63	6	8	36	12	38
68	64	22	40	38	34
71	19	37	21	39	37
75	45	51	34	52	29
84	42	44	46	5	52

15	5	10	5		
	186	264	226	145	361
1					
1	6	47	48	8	33
40	37	38	42	7	65
44	17	69	44	7	66
55	33	34	27	26	76
57	24	7	13	33	68
70	13	19	23	33	60
77	22	48	45	19	78
79	18	41	20	21	56
81	20	3	43	30	61
93	13	9	7	35	33
2					
9	8	72	14	20	18
10	12	43	7	2	7
14	4	68	18	27	41
35	8	11	9	20	34
48	8	48	56	8	5
53	1	40	16	6	20
56	14	64	53	23	46
69	40	61	18	25	6
74	9	58	34	25	41
82	43	41	28	25	32
3					
6	4	62	24	8	1
16	38	64	12	2	3
17	34	73	2	6	85
44	22	44	3	24	65
47	12	39	8	17	29
50	14	7	18	19	31
70	41	60	14	34	9
74	45	31	29	17	44
82	34	33	17	20	72
98	45	16	60	36	86
4					
4	19	61	37	6	9
5	12	68	45	6	9
18	32	25	46	6	21
29	16	28	56	11	23
59	22	45	43	26	12
69	19	66	61	27	37
78	42	32	9	25	32
88	39	7	41	34	67
90	26	44	31	35	72
95	44	21	9	36	86
5					
9	12	58	11	5	31
30	10	30	54	18	13
42	13	30	42	12	26
44	32	22	14	22	12
53	8	29	13	11	58
59	42	43	48	34	41
78	37	15	54	22	19
98	37	38	2	37	18
99	25	21	54	38	58
100	46	3	19	38	27

16	5	10	5		
	328	251	230	286	221
1					
6	3	24	38	79	14
14	40	23	44	67	36
15	24	17	38	81	30
33	22	16	49	76	9
42	51	71	33	72	39
42	60	47	33	77	46
49	33	19	32	70	18
50	66	15	49	20	40
52	86	25	16	77	54
83	53	64	21	7	3
2					
2	39	20	40	79	33
16	16	11	38	77	41
18	10	59	42	40	52
48	33	20	43	65	30
56	34	32	6	30	38
58	59	30	16	28	15
73	86	17	20	15	54
87	70	15	5	2	49
89	64	15	29	7	30
92	88	27	21	15	12
3					
7	7	2	53	79	37
16	8	23	22	69	4
18	8	4	6	70	43
58	16	42	28	44	16
76	19	40	36	26	30
82	78	57	47	26	50
90	86	50	8	54	34
94	72	69	1	11	30
95	48	37	19	16	25
100	81	50	7	9	47
4					
33	28	28	52	40	23
36	20	53	27	35	22
45	57	46	12	46	12
46	60	16	44	74	26
47	75	60	23	64	17
59	74	47	15	15	40
66	88	33	26	10	32
71	27	71	24	56	50
72	66	9	4	21	9
83	86	72	29	9	33
5					
7	24	35	50	71	19
14	15	35	48	76	23
18	1	47	31	56	29
22	20	1	44	45	13
40	38	7	41	51	41
48	86	32	37	65	12
52	66	40	31	30	3
53	21	25	12	19	56
68	59	2	4	60	43
98	44	68	22	13	54

17	5	10	5		
	280	145	156	243	216
1					
3	9	2	46	37	18
4	9	6	47	73	12
19	9	36	12	72	39
23	11	30	45	3	36
38	23	12	47	76	32
66	33	14	40	69	67
74	45	31	34	22	42
79	67	5	36	42	33
95	69	41	10	47	22
95	62	43	4	29	35
2					
12	7	5	45	73	5
18	19	20	34	47	9
22	51	22	37	51	3
24	43	20	23	10	38
42	21	33	43	15	29
57	31	4	35	49	66
72	59	34	31	57	13
81	46	41	11	31	58
86	34	7	12	71	26
99	57	43	1	6	58
3					
17	2	36	37	67	22
31	4	31	46	29	36
37	13	2	29	45	32
63	41	29	29	3	62
66	9	40	12	43	35
67	65	40	49	16	51
71	62	42	15	47	66
73	72	26	7	41	21
79	55	31	9	66	54
94	15	27	10	9	48
4					
3	1	2	35	6	7
6	29	27	36	58	13
9	31	3	23	55	38
13	6	34	49	45	8
13	6	23	50	65	11
48	29	33	29	50	6
53	2	7	33	78	68
59	52	16	43	22	19
72	44	4	30	33	8
73	24	7	10	42	62
5					
49	13	8	45	40	45
67	44	34	38	76	67
68	23	8	29	31	55
71	51	35	33	45	59
75	67	29	16	15	30
78	31	38	3	76	44
82	69	25	15	51	33
85	62	39	1	8	35
90	74	41	5	43	68
95	54	35	2	43	42

18	5	10	5		
	192	247	141	127	313
1					
14	4	67	4	39	67
16	11	40	3	40	63
16	63	52	8	37	4
26	26	61	28	20	65
35	40	35	10	11	36
42	38	44	15	40	70
56	23	36	26	18	58
61	41	36	40	12	14
78	27	22	43	6	56
93	47	29	32	26	2
2					
16	61	11	8	31	75
28	59	64	24	1	75
37	57	50	9	32	51
40	3	61	28	12	44
50	34	45	23	6	30
53	51	49	13	10	4
57	31	44	23	16	49
63	21	6	32	24	11
76	1	24	36	39	39
94	18	1	45	21	77
3					
11	56	42	7	34	58
14	58	18	6	29	65
28	3	15	21	39	49
43	33	21	15	10	54
50	30	40	28	13	2
51	40	13	36	37	21
56	33	9	44	4	9
69	62	31	30	39	9
76	17	50	43	17	3
93	57	34	44	30	57
4					
5	46	37	8	13	61
17	22	40	8	6	48
21	1	56	11	35	49
31	43	30	8	19	8
40	49	62	25	15	63
54	12	45	24	11	67
56	53	25	34	29	62
80	58	11	29	1	78
89	34	24	44	39	31
97	3	49	31	6	40
5					
2	32	12	2	4	37
8	31	54	5	26	49
19	20	60	12	29	62
20	33	32	15	6	21
49	60	56	22	32	51
50	8	4	11	41	16
50	38	47	30	23	51
82	3	6	33	1	54
85	39	39	37	7	31
92	14	33	41	19	25

19	5	10	5		
	279	140	246	262	193
1					
1	76	4	6	61	2
4	47	13	29	61	5
18	51	21	41	44	16
19	71	31	34	40	29
22	51	4	2	42	39
23	50	45	14	22	3
56	51	29	15	39	54
71	60	21	31	19	29
80	70	41	56	16	48
95	60	44	51	3	48
2					
12	62	39	13	53	11
12	25	11	36	50	10
13	38	9	15	53	36
23	60	6	24	19	16
42	11	23	9	29	7
59	14	25	36	15	39
90	28	13	42	2	38
96	2	32	43	1	51
98	9	17	44	1	60
99	69	44	61	2	64
3					
10	32	22	41	58	16
17	43	24	32	38	2
26	57	14	15	48	10
34	35	20	31	21	40
38	37	35	16	26	34
53	48	1	35	42	8
63	22	16	38	32	32
92	9	46	53	16	58
95	27	38	48	18	49
95	55	13	61	6	61
4					
5	69	7	18	57	12
13	78	6	35	42	4
24	75	44	9	48	25
33	70	30	34	47	15
47	58	24	52	22	27
51	29	16	15	36	62
69	75	45	2	23	23
73	37	13	46	46	33
89	49	22	36	3	40
96	8	40	16	16	54
5					
9	10	37	33	53	1
10	28	4	20	61	15
21	22	32	8	43	24
27	68	34	13	39	52
48	31	26	36	39	20
55	26	22	46	39	23
56	57	7	34	44	12
66	29	8	27	18	45
75	46	36	51	21	52
79	47	6	25	17	58

20	5	10	5		
	259	258	164	135	281
1					
8	63	69	40	10	59
16	55	5	39	21	3
23	38	54	43	19	36
31	24	40	26	9	56
41	46	53	21	34	31
60	51	74	25	40	47
64	30	40	24	18	37
81	38	59	31	4	57
86	35	53	19	28	35
95	19	65	8	38	40
2					
10	64	48	43	6	28
24	37	11	43	26	59
51	43	76	15	40	32
59	33	4	33	29	24
68	57	9	12	19	10
70	13	6	11	26	48
76	46	46	24	27	64
91	22	27	7	32	51
94	4	58	25	33	33
97	16	5	8	28	33
3					
9	63	25	39	38	11
15	57	70	42	1	57
15	51	54	38	1	31
31	42	51	31	35	35
37	51	4	38	6	38
46	46	61	35	3	16
56	15	45	8	14	17
62	58	20	4	19	37
80	6	54	16	7	43
99	35	19	11	40	69
4					
11	50	68	38	2	14
19	51	73	32	15	26
31	58	35	39	38	21
32	31	66	39	32	7
42	41	29	33	5	54
61	31	48	32	34	56
70	57	60	13	19	33
83	7	13	21	30	53
85	42	53	32	37	48
90	45	19	8	18	55
5					
17	50	76	42	5	24
26	37	49	42	29	32
37	16	20	11	26	71
44	57	22	37	31	64
47	6	61	27	25	15
60	10	22	36	16	27
83	14	8	20	22	10
86	2	22	14	34	65
89	21	20	30	19	56
99	19	5	23	19	29

21	5	10	5		
	171	166	330	213	206
1					
4	2	30	1	27	4
11	4	25	43	57	40
15	12	20	13	39	16
17	12	27	11	53	32
39	10	3	7	34	45
52	23	14	71	16	45
53	24	16	35	25	49
55	19	30	44	55	24
76	42	9	56	29	58
90	38	46	76	2	59
2					
8	5	11	1	54	12
15	6	44	21	57	19
18	14	26	42	50	37
32	30	30	37	10	20
40	32	45	25	3	32
56	28	42	21	1	39
67	27	5	71	3	53
84	35	24	61	18	52
96	49	21	77	2	59
99	50	6	75	34	58
3					
6	1	31	8	31	4
27	30	20	21	9	44
27	39	50	32	40	20
29	2	50	40	38	40
34	21	18	57	29	21
38	31	26	30	50	24
49	8	34	25	17	42
74	35	23	61	44	48
84	47	15	62	4	57
88	41	1	61	11	55
4					
9	6	39	6	51	16
20	18	51	40	30	31
32	26	40	7	38	42
42	8	40	20	42	46
55	20	30	46	2	27
57	34	31	12	9	48
69	32	32	72	55	52
75	38	2	66	36	36
86	30	32	59	26	57
95	44	32	76	29	58
5					
10	7	41	20	30	15
10	26	32	17	47	7
14	31	52	7	30	20
44	14	22	22	18	53
48	33	20	30	48	41
49	29	20	12	52	42
51	10	25	29	22	39
60	19	14	70	8	29
64	33	35	41	30	44
76	28	51	64	56	48

22	5	10	5		
	182	255	306	174	204
1					
5	54	75	23	35	48
18	37	65	61	41	54
28	7	43	41	14	13
31	41	24	57	39	29
47	33	4	42	14	34
68	8	37	85	41	24
69	41	11	28	38	12
73	18	25	38	30	10
83	21	11	44	41	28
93	24	32	88	41	4
2					
31	21	71	6	4	46
39	26	72	43	29	51
41	23	57	64	22	22
55	53	55	29	1	18
56	8	31	56	43	14
67	30	48	34	27	31
68	32	23	50	9	5
72	14	25	22	18	52
73	15	23	73	2	16
97	44	2	63	31	5
3					
7	55	54	26	29	50
15	40	61	39	4	32
20	29	26	5	27	39
43	6	55	3	31	20
58	35	22	64	30	15
60	49	38	55	27	19
67	36	19	60	8	19
80	3	13	75	21	14
85	15	19	68	8	9
87	49	11	62	32	14
4					
4	11	53	12	5	54
19	32	61	31	28	52
20	25	55	20	37	39
41	21	33	57	8	27
44	47	43	73	35	28
46	44	27	77	8	46
55	25	43	68	18	11
67	2	4	54	4	29
91	15	25	79	9	7
96	7	22	66	28	1
5					
6	20	42	28	18	24
18	15	68	13	39	60
23	50	74	33	20	31
26	38	31	5	30	25
36	1	63	50	22	43
40	42	65	55	4	47
52	3	63	21	25	12
71	8	16	82	28	24
