1	5	10	25																						
37	38	14	32	58	20	44	51	20	7	23	28	39	17	69	25	53	51	8	69	62	9	46	33	28	71
45	26	19	17	45	33	24	43	54	15	19	31	2	34	66	68	1	18	20	37	17	16	37	8	38	9
48	32	17	13	48	27	8	50	54	21	29	38	62	49	45	53	30	49	29	65	54	40	55	3	44	44
63	17	33	14	46	28	36	30	60	61	8	52	9	53	42	49	79	57	48	57	34	32	35	44	31	14
80	11	72	5	17	6	25	28	53	59	45	22	70	43	42	72	23	37	42	76	59	14	59	26	56	12
98	2	60	10	8	4	46	3	51	1	49	55	6	58	26	6	35	58	57	70	38	26	61	27	62	7
4																									
23	39	41	36	58	6	21	62	8	61	18	40	51	8	50	75	76	36	63	8	79	28	17	34	26	46
23	40	7	45	47	17	33	51	37	68	12	48	73	49	40	59	9	11	44	36	1	20	19	22	15	39
32	30	65	31	31	13	34	44	52	32	27	59	6	14	12	33	50	11	11	14	81	12	44	22	29	21
38	26	58	17	58	29	16	33	37	49	36	12	56	27	23	35	27	29	66	38	47	37	15	12	22	2
44	29	62	33	61	27	32	24	28	1	24	5	23	12	25	45	35	37	1	65	22	21	25	25	33	41
68	31	46	2	40	36	26	39	44	12	38	59	51	2	45	15	13	28	30	64	74	6	48	24	35	40
70	3	60	2	19	10	50	24	45	37	28	49	6	42	80	41	45	15	31	40	13	40	72	53	43	27
70	13	54	41	46	45	11	24	49	55	37	34	3	12	1	16	45	39	40	70	1	23	59	38	58	13
85	21	72	31	36	1	11	15	40	69	26	13	26	40	78	56	67	35	14	60	62	15	53	29	42	1
96	14	52	17	6	18	4	16	65	77	48	30	2	59	42	30	11	40	11	58	74	38	35	55	52	61
5																									
12	43	72	29	74	25	16	60	30	54	7	35	72	41	7	58	43	43	16	12	6	6	38	23	6	29
15	37	67	51	66	8	29	52	32	19	2	47	24	15	57	10	3	15	41	5	25	5	19	7	26	43
29	16	48	51	48	32	48	48	36	51	8	46	51	5	12	84	40	36	27	48	8	33	23	45	11	73
34	37	61	48	67	48	50	37	32	68	28	48	65	31	49	58	10	48	42	24	58	32	8	23	41	23
47	15	5	28	46	29	49	27	12	60	24	57	63	42	38	62	51	20	1	12	62	17	41	50	31	50
47	42	52	9	42	34	40	27	19	30	40	27	34	40	81	45	81	45	40	47	10	37	33	17	32	16
56	29	43	17	18	27	27	34	60	20	25	2	42	18	10	52	64	55	44	12	41	26	72	36	43	16
66	39	68	26	18	15	15	7	51	23	29	57	70	34	49	31	25	53	29	40	54	13	14	50	50	69
89	8	43	2	19	36	39	16	59	78	46	6	12	51	61	11	30	54	14	18	37	21	36	49	60	1
95	21	56	30	8	16	23	11	60	30	45	11	44	62	75	9	25	55	20	72	40	37	74	57	63	5

2	5	10	25																						
	182	210	164	288	255	271	153	142	266	297	169	130	285	336	265	247	246	234	200	213	188	152	220	278	338
1																									
5	12	43	52	32	28	26	32	35	10	14	31	1	18	78	84	60	6	50	16	54	47	33	46	60	11
11	27	60	49	59	4	15	32	39	17	5	26	40	31	45	69	50	12	33	17	15	35	36	4	61	30
17	14	62	42	17	41	8	29	13	16	22	20	24	60	40	77	2	11	6	37	55	23	24	19	61	52
47	50	10	37	1	55	61	12	15	58	68	9	16	13	51	74	1	38	44	20	15	29	15	24	29	23
52	39	14	3	44	32	22	8	16	77	43	20	32	32	57	52	50	45	50	18	15	31	38	47	28	73
58	9	56	11	17	30	27	30	31	52	51	6	14	58	37	21	53	44	57	45	58	26	32	14	30	60
70	4	41	27	7	45	42	12	17	76	1	19	40	13	32	18	25	37	69	45	54	24	19	44	35	38
85	44	25	6	70	56	43	10	2	57	18	15	40	3	3	25	2	45	59	27	45	28	13	57	12	81
91	45	40	4	49	52	5	2	19	32	14	4	28	10	9	47	13	49	74	39	49	5	15	64	2	15
95	30	5	11	38	61	30	2	9	67	19	8	37	25	5	66	50	60	45	48	61	7	23	33	11	43
2																									
1	36	29	52	20	3	17	42	16	14	49	40	24	52	22	82	59	1	15	16	55	33	27	31	63	16
3	33	36	41	15	3	36	33	40	26	11	40	11	61	29	46	33	2	14	4	9	31	17	14	58	2
24	10	66	36	42	27	49	13	1	15	16	33	8	40	78	39	31	24	5	21	63	38	18	7	38	22
28	42	43	36	23	39	48	25	21	77	21	27	41	9	46	73	19	29	48	39	57	28	22	63	33	35
33	4	12	40	63	17	54	15	29	69	55	18	25	62	61	50	39	12	41	39	55	23	8	63	46	69
44	57	17	21	58	44	31	22	33	10	47	27	29	47	50	40	43	36	46	45	31	13	27	53	22	55
65	26	16	10	29	22	42	10	7	34	51	18	25	9	6	13	9	59	13	36	40	9	20	64	25	14
72	55	13	5	33	58	61	14	15	45	1	1	41	26	11	68	51	38	41	30	48	3	13	55	14	27
81	10	21	9	61	62	29	12	31	62	15	20	27	7	28	44	1	58	61	25	49	14	2	68	32	39
92	7	6	2	51	48	18	7	6	30	65	12	38	3	16	42	5	53	70	56	30	1	7	28	1	51
3																									
10	16	63	43	25	41	14	20	41	35	62	38	26	6	68	6	22	2	4	45	50	31	39	13	48	9
16	6	51	49	25	22	46	32	25	14	26	10	32	67	70	11	23	10	11	13	3	43	38	67	34	10
21	32	28	49	35	25	21	27	36	69	67	18	5	5	56	2	44	25	17	2	26	14	33	51	55	59
24	35	10	40	46	42	49	30	28	38	41	37	16	37	74	61	5	29	50	25	54	28	41	12	54	18
31	5	16	50	59	30	47	27	22	11	66	23	20	30	14	31	29	21	40	52	25	27	38	15	37	27
36	6	6	41	30	22	46	32	15	71	2	24	26	7	78	27	37	12	35	25	39	23	40	45	28	12
36	52	50	41	32	34	32	36	25	47	56	14	11	7	55	63	13	24	41	35	63	36	35	23	43	14
56	13	63	27	7	13	14	12	21	51	18	12	13	5	33	76	3	45	52	40	8	13	14	23	45	31
77	33	24	22	58	49	34	3	33	41	41	11	41	12	33	81	32	45	32	19	63	1	8	37	18	23
87	49	1	6	15	55	5	3	6	55	12	14	14	18	40	1	30	49	68	45	48	7	5	43	13	36
4																									
3	23	13	51	10	12	11	39	38	10	35	39	34	65	50	61	9	2	3	4	44	48	26	18	66	84
14	32	66	40	57	26	37	36	21	56	48	32	34	49	46	40	61	8	19	5	37	41	9	21	64	10
16	20	21	42	56	18	8	36	24	53	36	27	28	47	79	41	15	28	5	39	30	26	38	8	48	30
19	28	11	28	38	21	36	28	38	19	3	17	1	12	2	72	57	23	38	56	34	44	19	18	52	45
38	4	20	13	53	47	57	30	9	35	51	14	8	17	64	23	25	27	55	21	14	16	5	6	34	33
52	29	34	21	38	57	12	25	22	65	11	16	4	65	45	61	5	26	29	48	3	3	37	70	33	36
59	47	38	22	24	52	55	11	17	18	41	8	41	5	41	5	35	21	65	50	21	9	30	35	50	68
70	44	63	35	24	49	30	25	11	59	33	37	5	7	32	31	46	39	42	15	30	11	24	13	19	81
75	47	45	17	54	19	54	7	1	49	66	17	22	39	38	82	6	29	72	26	12	14	24	56	31	32
86	29	33	7	48	51	6	8	11	78	69	1	38	33	2	45	15	49	74	42	53	13	6	43	1	38
5																									
3	4	62	45	5	19	18	40	37	6	39	40	15	36	62	75	59	8	4	16	43	35	28	59	64	63
9	19	51	51	23	38	4	33	18	22	63	41	38	65	72	81	54	20	30	21	1	38	26	39	63	21
12	47	56	50	27	9	62	35	35	36	19	37	12	36	81	83	31	9	1	38	21	30	18	23	49	78
19	2	30	40	43	46	46	20	13	32	30	22	20	16	45	43	33	13	56	18	54	21	31	37	46	72
24	25	53	32	17	25	15	25	28	60	37	26	33	15	74	68	49	8	22	54	43	36	7	43	42	55
27	8	24	16	21	47	46	25	28	54	66	40	6	48	5	65	26	9	25	7	32	35	42	8	46	56
43	8	21	27	19	31	40	23	38	12	18	16	37	28	82	63	5	31	49	2	37	27	24	6	27	35
59	46	45	40	66	49	18	9	16	62	2	11	7	35	29	15	17	30	45	43	28	25	11	9	16	56
67	15	5	3	45	47	1	12	10	56	30	8	31	4	59	84	19	23	12	20	25	18	38	14	32	59
80	58	8	1	53	26	5	8	5	23	35	3	28	12	64	13	20	47	56	30	59	20	35	66	24	52

3	5	10	25																						
	170	264	176	258	182	242	275	218	192	266	265	295	154	231	196	211	242	181	298	286	253	284	339	301	230
1																									
25	23	80	27	38	46	46	42	4	18	74	17	31	3	36	46	50	65	21	38	12	59	49	26	42	48
29	7	2	8	60	20	8	11	22	2	5	21	14	22	8	7	14	56	33	33	41	47	5	54	30	18
37	41	14	11	8	15	2	6	19	28	26	14	44	26	37	47	9	63	31	47	31	62	79	30	47	25
41	38	1	15	20	36	37	27	13	5	35	74	35	1	9	28	2	45	34	17	12	28	28	35	64	46
43	15	17	35	32	41	12	28	9	22	25	82	58	34	56	15	26	61	17	45	41	33	7	13	67	37
55	36	67	30	50	33	26	60	43	30	66	87	51	36	50	19	10	36	25	42	47	61	33	73	74	7
56	38	73	21	58	22	23	9	29	2	74	39	65	8	7	40	42	34	14	68	30	46	1	41	27	1
74	23	64	12	24	2	48	45	52	20	16	83	35	19	23	34	59	5	12	13	14	60	65	7	68	45
88	29	67	37	36	5	61	62	45	6	10	26	46	28	15	52	59	3	39	45	75	54	28	37	76	44
89	2	79	30	5	9	21	51	54	17	7	22	44	35	7	11	61	8	38	33	72	17	57	44	70	1
2																									
8	43	34	5	59	39	56	15	6	47	72	18	12	5	56	32	11	45	24	38	4	7	7	46	3	46
32	33	9	19	58	13	49	19	16	7	59	75	7	7	58	41	38	23	32	9	32	50	41	34	1	37
36	35	62	16	58	36	3	31	19	43	14	55	6	31	33	44	19	68	1	40	53	27	60	43	7	49
37	36	63	4	51	37	59	1	15	5	8	58	15	39	16	49	36	70	7	43	6	69	33	74	45	42
37	22	3	24	27	32	53	59	18	3	42	18	7	44	36	54	44	38	25	9	23	51	24	66	38	9
43	26	17	21	33	22	37	89	2	17	6	67	62	5	45	39	27	52	6	72	74	57	57	38	12	5
50	17	68	36	38	16	58	7	31	32	12	73	26	17	35	34	35	46	1	45	19	68	24	2	56	42
68	22	50	26	57	15	21	86	18	11	60	17	30	20	28	34	17	38	23	11	56	41	56	24	68	27
69	41	82	33	48	12	4	19	11	15	7	83	13	30	19	39	30	21	36	4	29	18	56	30	72	19
83	34	9	39	1	5	63	16	48	14	47	87	64	37	1	18	58	25	5	23	74	70	81	42	23	26
3																									
18	32	19	2	49	40	1	34	2	50	62	59	24	26	43	38	15	41	16	47	2	43	13	50	20	21
22	36	61	11	58	38	5	15	7	36	48	80	56	25	8	57	28	24	22	72	34	27	45	44	67	44
23	39	76	28	22	35	13	83	18	33	39	33	32	8	11	35	27	65	15	12	4	44	17	63	17	16
32	19	10	14	52	41	31	59	31	23	69	55	19	44	10	54	11	53	27	43	24	10	33	33	7	21
46	34	77	21	51	47	28	66	24	15	6	70	36	24	52	21	28	16	29	19	21	80	74	43	5	7
58	25	43	31	26	18	51	57	37	47	27	81	22	20	29	57	20	39	13	69	69	46	7	69	73	8
71	33	76	21	5	1	30	65	25	28	30	62	75	38	44	47	51	13	22	3	74	32	13	53	58	38
75	24	49	30	42	2	61	68	43	32	7	52	41	28	7	8	40	1	29	41	54	37	78	29	78	14
92	4	78	33	5	1	59	56	53	27	5	63	49	3	39	46	56	8	43	56	62	9	78	49	16	5
98	3	69	24	18	4	63	77	54	17	3	17	67	16	18	50	43	1	22	16	77	71	52	70	74	8
4																									
2	42	78	23	43	48	35	39	2	37	58	7	12	39	13	11	10	58	5	50	14	12	47	24	6	34
3	37	58	15	65	44	11	46	5	1	74	58	29	25	46	57	7	67	1	4	5	4	60	39	8	40
35	37	64	8	50	22	21	74	30	9	56	25	1	13	53	26	21	59	1	60	25	38	14	37	59	8
62	24	12	10	20	27	35	18	38	20	15	16	67	15	35	36	34	29	3	19	16	41	63	23	67	10
69	17	11	37	36	5	44	24	19	41	65	22	45	40	46	20	42	14	15	64	5	51	75	74	76	35
73	24	20	24	4	20	27	66	40	2	35	49	31	31	5	36	45	3	23	61	46	8	61	44	46	52
76	13	83	17	6	8	54	9	46	12	57	73	63	19	16	46	46	36	42	2	75	70	78	64	76	28
76	37	5	40	49	25	31	9	49	45	37	24	60	10	41	37	61	25	37	6	68	56	33	71	48	26
86	36	52	8	18	22	63	64	49	11	27	32	46	33	57	21	61	21	31	33	75	56	46	42	76	4
91	23	35	31	54	15	44	65	50	34	8	44	40	18	6	9	60	21	37	49	72	83	62	8	72	46
5																									
29	43	50	2	10	39	25	31	1	51	71	68	3	37	20	49	18	53	20	45	27	31	40	17	18	5
43	27	51	1	60	15	57	89	12	51	41	39	68	28	1	24	49	67	26	42	28	22	38	79	32	22
58	29	53	17	44	26	45	31	29	3	17	71	30	38	29	30	58	37	21	53	35	70	56	18	34	8
59	35	11	35	9	25	15	64	34	34	21	31	19	14	2	49	52	6	5	8	53	76	47	64	58	12
63	13	81	18	23	22	38	9	31	46	69	20	49	32	13	19	20	18	13	33	67	82	32	10	8	47
64	25	27	7	28	37	32	78	36	17	30	63	37	24	8	46	23	26	22	39	45	87	30	27	45	18
71	16	58	2	2	6	32	80	39	8	50	76	29	9	34	24	56	27	42	40	44	53	28	63	69	47
72	10	45	21	29	28	40	16	29	34	56	79	19	1	2	22	59	20	14	31	55	38	70	56	74	6
77	15	83	28	12	7	37	20	36	4	49	28	15	13	20	21	36	16	27	68	63	84	61	79	28	14
88	7	24	38	29	1	47	56	51	36	56	59	59	34	11	43	51	26	40	31	61	77	63	23	47	11

4	5	10	25																						
	193	168	277	243	268	289	276	387	152	287	355	330	185	192	237	196	327	248	240	187	249	132	309	294	269
1																									
4	49	32	23	26	73	51	55	78	22	1	8	4	56	41	25	24	5	45	39	43	49	4	4	32	70
9	30	2	9	36	34	52	23	15	14	18	34	10	12	21	11	6	18	4	63	28	47	13	6	66	33
12	23	36	8	54	57	40	43	82	6	14	14	34	46	35	34	31	23	7	9	46	34	19	14	4	33
12	11	16	40	49	71	45	67	78	2	23	6	16	53	33	16	44	3	29	69	27	32	12	23	44	1
25	41	4	60	56	64	37	53	46	14	38	19	5	47	31	5	39	23	8	9	23	61	1	15	31	39
25	15	26	26	58	27	53	42	76	16	34	19	14	49	26	59	13	2	4	6	35	60	33	39	57	3
31	39	14	22	11	26	45	58	58	18	35	10	25	38	40	51	30	27	42	26	10	57	16	32	38	42
54	35	34	44	48	65	22	17	38	14	47	82	34	15	21	69	36	24	29	60	26	15	12	30	52	2
59	46	24	36	27	28	12	41	9	6	67	88	33	14	23	49	47	37	56	16	20	26	21	64	48	65
99	49	30	86	7	6	15	27	82	39	75	79	81	1	11	77	31	72	50	64	3	20	39	79	9	10
2																									
31	7	45	49	55	48	40	64	73	36	23	57	33	41	19	10	28	39	38	43	46	39	11	35	63	70
33	6	2	25	53	44	60	62	20	37	66	85	25	34	46	37	14	64	34	11	28	65	13	17	40	6
34	25	19	44	54	17	65	52	8	3	14	69	6	45	3	35	6	21	58	20	36	40	20	34	12	46
37	47	13	29	10	72	64	53	28	17	26	21	24	47	6	34	46	69	10	23	24	38	20	39	49	47
45	27	1	51	29	18	47	59	70	8	37	62	39	27	42	55	34	56	29	70	13	16	14	33	10	9
45	29	26	34	30	58	24	10	30	40	47	31	21	43	20	39	12	50	7	67	22	18	17	57	10	9
51	39	30	35	13	28	44	29	31	16	37	38	26	20	45	13	36	63	55	49	35	29	27	20	69	16
53	22	24	31	43	29	30	52	22	14	44	68	21	28	2	27	15	56	51	52	9	24	20	41	19	27
56	42	10	69	28	42	5	15	2	31	44	23	41	15	39	30	13	49	36	44	27	62	33	58	25	2
76	42	21	33	49	19	17	37	13	36	45	15	59	3	20	73	22	36	67	47	3	10	33	56	38	1
3																									
7	12	30	28	31	26	66	26	9	18	7	75	8	57	38	39	47	32	35	19	32	64	5	17	29	2
7	21	43	4	19	41	19	66	18	29	15	49	4	30	43	20	32	12	4	52	45	31	10	22	32	42
13	26	40	26	39	54	23	56	9	15	30	72	20	54	36	7	36	21	47	52	16	62	15	2	1	46
20	43	43	11	57	48	56	24	29	24	43	42	14	50	40	10	38	22	56	35	31	51	31	17	8	26
38	19	47	60	25	69	37	38	60	23	21	23	24	39	40	60	36	38	41	4	30	25	13	20	16	6
63	9	42	23	24	22	31	25	79	37	67	28	33	22	9	44	41	34	16	61	8	53	23	41	13	59
65	6	28	66	1	61	14	12	72	22	75	60	38	13	20	23	18	39	63	23	8	19	42	50	69	33
79	32	7	59	22	41	35	8	83	31	67	36	69	29	18	20	45	26	70	62	14	38	16	62	44	31
91	16	11	87	14	13	20	7	62	35	68	38	49	5	30	40	11	66	30	60	18	9	26	54	20	66
94	26	9	60	5	30	18	34	81	38	77	45	56	5	20	76	5	72	73	72	17	16	38	77	55	3
4																									
14	20	41	12	59	74	49	27	50	6	17	48	19	54	41	40	26	34	17	40	18	38	15	40	36	64
45	45	21	72	46	47	46	9	87	2	67	63	12	33	45	53	10	50	57	60	25	42	38	48	34	54
50	37	17	36	51	54	28	25	23	18	48	12	33	2	45	37	25	37	50	44	31	15	4	37	18	67
60	4	6	31	46	6	12	34	83	28	61	73	28	50	38	35	40	70	55	8	15	1	34	51	44	19
67	45	12	75	12	36	51	41	48	38	70	29	29	42	22	47	43	23	61	51	25	4	28	55	16	59
75	35	10	67	4	42	16	19	35	24	72	77	55	23	2	78	46	55	61	13	29	34	31	42	7	45
90	27	37	77	24	12	1	39	29	24	67	19	43	4	8	34	10	76	61	71	7	50	41	56	46	55
91	40	37	67	5	17	8	36	49	30	53	85	59	44	38	74	3	47	50	46	5	20	22	57	65	37
93	40	1	73	46	9	7	8	87	40	67	88	77	2	16	51	37	66	67	63	1	22	38	76	65	59
100	5	12	78	1	4	4	7	30	26	77	27	85	3	22	75	47	71	71	73	16	18	43	79	65	46
5																									
2	1	34	3	16	69	61	48	50	1	6	14	3	46	42	6	45	16	7	3	43	65	2	2	1	18
3	2	15	6	44	76	48	60	69	6	5	43	4	52	37	19	26	18	22	2	38	66	4	19	17	48
6	45	42	20	28	38	53	53	88	9	10	77	8	51	26	18	15	18	16	4	41	35	3	11	28	4
31	5	36	52	40	56	59	48	6	29	42	65	30	30	31	44	26	21	52	56	28	15	7	54	62	47
43	26	33	67	58	26	19	36	62	27	57	20	18	36	13	80	27	31	57	32	12	29	6	28	41	62
54	26	26	14	17	36	24	21	45	16	55	26	37	23	37	64	28	27	49	68	19	59	15	41	39	71
58	44	6	44	15	9	10	23	11	31	73	16	65	48	8	68	35	59	35	34	31	13	29	44	58	50
80	4	14	75	6	16	28	10	13	31	71	25	67	9	27	31	24	49	48	28	1	5	43	58	38	48
94	44	27	54	10	3	17	9	37	36	76	23	82	14	13	27	6	71	70	50	8	7	13	79	31	41
97	8	1	70	14	14	1	8	30	39	72	75	62	12	8	73	8	73	62	72	18	8	34	77	15	50

5	5	10	25																						
	166	183	222	316	245	212	241	163	166	172	137	320	255	283	329	295	262	283	186	159	232	270	236	261	207
1																									
8	49	27	17	6	44	27	62	42	6	53	17	65	15	20	42	39	37	26	11	45	40	3	44	4	39
24	50	42	16	58	65	45	21	37	19	13	5	61	49	21	32	26	56	30	3	5	7	29	30	10	15
38	14	10	21	21	39	7	7	29	18	29	6	31	30	34	69	1	79	44	1	37	25	59	50	14	2
47	43	23	13	17	3	52	60	23	39	28	23	47	9	2	66	31	64	37	3	36	9	28	67	41	1
52	24	29	53	37	71	55	21	29	37	21	26	6	12	56	25	15	19	35	10	37	6	29	7	37	16
53	32	27	15	19	19	37	3	22	9	15	10	44	10	39	58	56	31	25	24	27	47	27	40	18	31
58	14	31	1	16	72	21	7	19	40	54	31	70	19	44	43	19	34	10	26	13	3	4	49	56	32
59	26	4	49	59	15	61	3	25	12	20	30	49	8	1	12	9	57	30	40	12	13	6	52	29	27
60	7	36	24	76	15	23	3	11	14	29	14	37	68	19	23	53	32	45	22	48	16	40	25	9	18
97	14	8	51	46	30	45	34	1	16	23	9	23	61	11	68	66	47	11	21	9	23	66	70	44	28
2																									
18	16	56	36	23	36	61	43	25	42	25	21	21	31	29	31	2	82	16	10	27	56	7	31	35	48
28	13	17	51	69	52	23	63	25	40	28	20	45	53	24	17	59	53	17	17	40	32	42	33	47	44
32	24	21	22	12	17	19	24	41	22	22	9	41	59	7	30	80	52	25	4	49	16	15	45	38	45
33	23	19	20	69	51	31	63	34	3	29	29	80	60	48	42	1	3	44	8	26	46	35	61	51	15
48	24	35	50	35	6	32	28	31	30	20	25	9	38	1	63	15	19	15	51	20	12	63	65	49	42
56	20	21	32	28	67	34	2	28	35	13	37	65	42	48	58	46	57	12	31	47	21	21	71	8	28
64	24	40	39	41	33	29	7	15	44	14	19	21	57	10	48	82	58	57	35	15	28	20	43	51	2
69	44	12	25	58	29	13	39	28	30	10	34	20	38	49	80	44	71	30	22	19	37	69	32	30	28
89	49	53	21	67	4	6	60	2	9	9	9	7	59	34	3	39	63	9	50	8	2	45	65	50	6
100	10	57	53	75	50	40	30	4	5	7	35	12	44	9	68	87	69	1	41	23	2	42	70	56	7
3																									
5	18	37	8	8	29	28	59	44	40	48	31	87	48	58	61	34	41	62	3	9	20	11	13	7	49
6	34	4	7	1	45	38	62	38	28	15	40	40	51	30	1	9	30	60	1	38	11	54	30	3	47
22	50	9	5	18	5	54	15	37	38	54	38	50	65	70	18	32	26	31	30	40	32	15	28	15	8
31	18	20	16	36	44	17	37	25	40	26	33	71	16	1	27	31	16	32	7	22	17	21	1	10	16
39	36	6	26	49	66	12	27	13	12	17	33	19	30	25	60	88	2	42	4	5	27	8	68	28	24
44	41	39	19	25	52	26	3	15	32	35	10	41	5	14	4	36	40	61	20	37	46	43	49	55	45
58	7	20	6	73	10	43	44	15	43	25	7	18	2	53	63	30	9	23	42	44	8	30	68	13	30
69	3	25	14	39	69	35	55	30	11	17	28	36	48	6	14	17	78	28	44	21	49	8	59	50	25
75	26	45	8	42	7	46	55	12	19	18	22	50	16	10	38	78	63	6	10	25	5	68	36	33	45
100	21	37	35	60	41	46	7	1	4	1	17	18	52	66	63	52	83	9	47	32	13	54	66	65	9
4																									
6	24	1	37	45	4	9	53	41	30	16	28	82	19	6	49	30	29	30	18	36	26	4	2	37	20
17	22	34	11	39	11	44	62	35	18	26	26	52	26	42	73	11	6	53	27	5	47	1	22	13	42
61	2	18	29	37	48	27	44	14	22	16	2	29	13	69	62	82	81	20	45	5	6	56	58	28	27
62	8	27	45	17	19	46	61	12	33	12	7	57	36	41	54	60	16	35	10	45	28	4	57	42	13
72	5	40	46	61	1	39	14	25	10	22	14	52	36	47	3	70	8	25	34	20	26	66	66	55	25
80	18	28	31	57	69	46	58	21	37	4	5	27	48	23	42	40	23	47	20	24	29	39	68	15	22
85	24	56	52	41	71	36	40	5	7	10	20	58	13	61	23	56	41	12	47	29	9	70	49	49	1
85	2	13	38	42	22	63	12	17	7	8	5	5	14	30	28	86	27	1	33	24	21	62	41	64	14
91	10	41	54	49	7	27	11	7	23	5	28	33	5	43	3	76	72	2	35	12	48	51	70	12	5
92	47	55	48	54	29	33	42	8	18	3	42	32	22	9	76	5	20	5	41	45	44	65	61	60	10
5																									
1	11	9	14	1	23	47	35	41	23	26	36	83	52	6	63	2	42	64	32	38	26	57	2	3	40
3	46	2	19	4	72	37	58	44	43	55	21	80	36	5	45	13	8	53	43	21	30	5	2	5	38
15	26	6	38	10	3	4	63	43	26	36	42	45	2	53	44	4	51	60	13	40	22	1	18	14	40
18	28	34	26	72	58	41	58	43	32	49	28	78	21	21	52	80	82	57	12	39	31	59	61	25	8
26	39	29	43	10	28	10	35	37	33	26	5	60	60	44	52	4	10	45	34	37	13	7	48	29	33
42	21	32	41	7	44	44	52	28	2	44	15	22	38	10	51	41	38	55	40	34	28	22	5	7	14
59	46	28	48	65	19	39	13	16	18	36	34	24	43	37	71	72	51	23	28	32	22	20	47	19	32
73	28	12	54	69	21	46	15	9	15	16	24	77	28	50	25	38	80	42	7	10	3	4	61	52	47
81	4	45	10	68	50	34	12	9	11	5	38	13	6	6	50	66	27	18	35	34	11	41	71	52	25
95	29	21	38	76	70	42	45	6	18	7	3	40	13	20	58	77	71	5	52	45	10	63	61	62	31

6	5	10	25																						
	151	243	229	173	234	208	240	173	228	334	152	267	119	206	174	254	317	174	222	132	157	155	206	237	208
1																									
8	17	67	27	37	48	45	41	10	30	1	5	24	27	4	39	37	78	49	42	41	36	16	39	31	15
9	49	66	6	20	5	1	10	37	33	35	18	1	33	4	46	37	65	44	2	32	41	11	14	44	19
23	34	35	23	32	12	19	12	22	18	15	16	48	29	3	31	22	33	47	5	31	42	17	57	12	9
36	42	50	19	22	61	41	46	41	20	88	27	18	31	12	20	24	40	41	66	19	44	23	30	38	18
37	14	66	13	29	30	34	43	21	35	49	25	44	14	12	47	8	78	37	15	9	33	14	50	26	42
74	34	22	52	11	9	3	52	18	47	42	27	62	20	43	22	37	37	13	28	38	11	12	58	38	49
76	47	28	45	17	29	52	27	40	45	36	41	27	16	42	25	57	9	1	14	42	28	14	62	12	20
82	13	23	38	19	70	6	56	44	34	88	29	41	8	53	6	43	43	5	23	36	12	20	46	22	37
85	40	34	42	12	73	36	57	16	13	58	42	33	20	46	31	51	27	36	38	25	11	25	52	34	45
